Center,Left,Right,Steering,Throttle,Brake,Speed
F:\Car_data\IMG\center_2020_02_10_23_26_44_769.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_44_769.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_44_769.jpg,-0.45,1,0,30.15147
F:\Car_data\IMG\center_2020_02_10_23_26_44_839.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_44_839.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_44_839.jpg,0,1,0,30.18838
F:\Car_data\IMG\center_2020_02_10_23_26_44_912.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_44_912.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_44_912.jpg,0,1,0,30.18988
F:\Car_data\IMG\center_2020_02_10_23_26_44_982.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_44_982.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_44_982.jpg,0,1,0,30.19019
F:\Car_data\IMG\center_2020_02_10_23_26_45_052.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_052.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_052.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_45_121.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_121.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_121.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_26_45_193.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_193.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_193.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_45_261.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_261.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_261.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_45_328.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_328.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_328.jpg,-0.05,1,0,30.18971
F:\Car_data\IMG\center_2020_02_10_23_26_45_396.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_396.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_396.jpg,-0.25,1,0,30.17483
F:\Car_data\IMG\center_2020_02_10_23_26_45_464.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_464.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_464.jpg,0,1,0,30.18305
F:\Car_data\IMG\center_2020_02_10_23_26_45_532.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_532.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_532.jpg,0,1,0,30.18955
F:\Car_data\IMG\center_2020_02_10_23_26_45_600.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_600.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_600.jpg,0,1,0,30.19009
F:\Car_data\IMG\center_2020_02_10_23_26_45_672.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_672.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_672.jpg,0,1,0,30.19041
F:\Car_data\IMG\center_2020_02_10_23_26_45_739.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_739.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_739.jpg,-0.15,1,0,30.18529
F:\Car_data\IMG\center_2020_02_10_23_26_45_807.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_807.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_807.jpg,-0.3,1,0,30.17039
F:\Car_data\IMG\center_2020_02_10_23_26_45_881.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_881.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_881.jpg,-0.5000001,1,0,30.14593
F:\Car_data\IMG\center_2020_02_10_23_26_45_948.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_45_948.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_45_948.jpg,0,1,0,30.18332
F:\Car_data\IMG\center_2020_02_10_23_26_46_023.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_023.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_023.jpg,0,1,0,30.1886
F:\Car_data\IMG\center_2020_02_10_23_26_46_094.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_094.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_094.jpg,0,1,0,30.19
F:\Car_data\IMG\center_2020_02_10_23_26_46_162.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_162.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_162.jpg,0,1,0,30.19023
F:\Car_data\IMG\center_2020_02_10_23_26_46_232.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_232.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_232.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_46_301.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_301.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_301.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_26_46_369.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_369.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_369.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_46_437.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_437.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_437.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_26_46_504.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_504.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_504.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_26_46_573.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_573.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_573.jpg,0,1,0,30.19062
F:\Car_data\IMG\center_2020_02_10_23_26_46_640.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_640.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_640.jpg,0,1,0,30.19006
F:\Car_data\IMG\center_2020_02_10_23_26_46_712.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_712.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_712.jpg,0,1,0,30.19078
F:\Car_data\IMG\center_2020_02_10_23_26_46_779.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_779.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_779.jpg,0,1,0,30.1902
F:\Car_data\IMG\center_2020_02_10_23_26_46_850.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_850.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_850.jpg,-0.1,1,0,30.18705
F:\Car_data\IMG\center_2020_02_10_23_26_46_923.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_923.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_923.jpg,-0.25,1,0,30.1753
F:\Car_data\IMG\center_2020_02_10_23_26_46_994.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_46_994.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_46_994.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_47_062.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_062.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_062.jpg,0,1,0,30.18937
F:\Car_data\IMG\center_2020_02_10_23_26_47_136.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_136.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_136.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_26_47_209.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_209.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_209.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_26_47_283.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_283.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_283.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_47_350.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_350.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_350.jpg,-0.1,1,0,30.18799
F:\Car_data\IMG\center_2020_02_10_23_26_47_418.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_418.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_418.jpg,-0.25,1,0,30.17523
F:\Car_data\IMG\center_2020_02_10_23_26_47_485.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_485.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_485.jpg,0,1,0,30.19067
F:\Car_data\IMG\center_2020_02_10_23_26_47_554.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_554.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_554.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_26_47_621.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_621.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_621.jpg,0,1,0,30.19012
F:\Car_data\IMG\center_2020_02_10_23_26_47_696.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_696.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_696.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_26_47_762.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_762.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_762.jpg,0,1,0,30.19141
F:\Car_data\IMG\center_2020_02_10_23_26_47_835.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_835.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_835.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_47_903.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_903.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_903.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_26_47_971.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_47_971.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_47_971.jpg,0,1,0,30.19133
F:\Car_data\IMG\center_2020_02_10_23_26_48_043.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_043.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_043.jpg,0,1,0,30.19042
F:\Car_data\IMG\center_2020_02_10_23_26_48_117.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_117.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_117.jpg,-0.15,1,0,30.18406
F:\Car_data\IMG\center_2020_02_10_23_26_48_188.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_188.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_188.jpg,0,1,0,30.18597
F:\Car_data\IMG\center_2020_02_10_23_26_48_262.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_262.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_262.jpg,0,1,0,30.19
F:\Car_data\IMG\center_2020_02_10_23_26_48_337.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_337.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_337.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_26_48_410.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_410.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_410.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_48_477.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_477.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_477.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_48_547.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_547.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_547.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_48_617.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_617.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_617.jpg,-0.15,1,0,30.18439
F:\Car_data\IMG\center_2020_02_10_23_26_48_687.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_687.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_687.jpg,0,1,0,30.18605
F:\Car_data\IMG\center_2020_02_10_23_26_48_758.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_758.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_758.jpg,0,1,0,30.19
F:\Car_data\IMG\center_2020_02_10_23_26_48_825.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_825.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_825.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_26_48_895.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_895.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_895.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_48_964.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_48_964.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_48_964.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_49_032.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_032.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_032.jpg,0,1,0,30.19014
F:\Car_data\IMG\center_2020_02_10_23_26_49_101.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_101.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_101.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_26_49_171.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_171.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_171.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_49_241.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_241.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_241.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_49_314.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_314.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_314.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_49_384.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_384.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_384.jpg,-0.05,1,0,30.18973
F:\Car_data\IMG\center_2020_02_10_23_26_49_452.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_452.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_452.jpg,-0.25,1,0,30.17476
F:\Car_data\IMG\center_2020_02_10_23_26_49_522.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_522.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_522.jpg,-0.4,1,0,30.15752
F:\Car_data\IMG\center_2020_02_10_23_26_49_591.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_591.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_591.jpg,0,1,0,30.17488
F:\Car_data\IMG\center_2020_02_10_23_26_49_660.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_660.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_660.jpg,0,1,0,30.18645
F:\Car_data\IMG\center_2020_02_10_23_26_49_728.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_728.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_728.jpg,0,1,0,30.18916
F:\Car_data\IMG\center_2020_02_10_23_26_49_799.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_799.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_799.jpg,0,1,0,30.19008
F:\Car_data\IMG\center_2020_02_10_23_26_49_872.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_872.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_872.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_26_49_943.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_49_943.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_49_943.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_50_013.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_013.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_013.jpg,0,1,0,30.19036
F:\Car_data\IMG\center_2020_02_10_23_26_50_082.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_082.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_082.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_26_50_151.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_151.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_151.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_50_222.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_222.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_222.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_26_50_293.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_293.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_293.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_50_364.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_364.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_364.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_50_433.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_433.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_433.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_50_504.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_504.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_504.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_50_576.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_576.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_576.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_50_646.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_646.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_646.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_50_717.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_717.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_717.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_50_783.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_783.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_783.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_50_855.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_855.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_855.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_26_50_927.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_927.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_927.jpg,-0.15,1,0,30.18423
F:\Car_data\IMG\center_2020_02_10_23_26_50_996.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_50_996.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_50_996.jpg,0,1,0,30.1845
F:\Car_data\IMG\center_2020_02_10_23_26_51_063.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_063.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_063.jpg,0,1,0,30.18991
F:\Car_data\IMG\center_2020_02_10_23_26_51_134.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_134.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_134.jpg,0,1,0,30.19018
F:\Car_data\IMG\center_2020_02_10_23_26_51_206.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_206.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_206.jpg,0,1,0,30.19021
F:\Car_data\IMG\center_2020_02_10_23_26_51_278.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_278.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_278.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_51_354.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_354.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_354.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_51_424.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_424.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_424.jpg,0,1,0,30.19019
F:\Car_data\IMG\center_2020_02_10_23_26_51_494.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_494.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_494.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_51_564.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_564.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_564.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_51_635.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_635.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_635.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_51_702.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_702.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_702.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_51_771.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_771.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_771.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_51_838.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_838.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_838.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_51_905.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_905.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_905.jpg,-0.1,1,0,30.18766
F:\Car_data\IMG\center_2020_02_10_23_26_51_972.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_51_972.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_51_972.jpg,-0.3,1,0,30.16924
F:\Car_data\IMG\center_2020_02_10_23_26_52_040.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_040.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_040.jpg,0,1,0,30.18882
F:\Car_data\IMG\center_2020_02_10_23_26_52_114.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_114.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_114.jpg,0,1,0,30.19009
F:\Car_data\IMG\center_2020_02_10_23_26_52_183.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_183.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_183.jpg,0,1,0,30.19024
F:\Car_data\IMG\center_2020_02_10_23_26_52_254.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_254.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_254.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_52_324.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_324.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_324.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_52_402.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_402.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_402.jpg,-0.05,1,0,30.18979
F:\Car_data\IMG\center_2020_02_10_23_26_52_473.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_473.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_473.jpg,-0.25,1,0,30.17501
F:\Car_data\IMG\center_2020_02_10_23_26_52_541.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_541.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_541.jpg,0,1,0,30.18934
F:\Car_data\IMG\center_2020_02_10_23_26_52_613.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_613.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_613.jpg,0,1,0,30.1902
F:\Car_data\IMG\center_2020_02_10_23_26_52_679.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_679.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_679.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_26_52_747.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_747.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_747.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_26_52_816.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_816.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_816.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_52_886.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_886.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_886.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_52_960.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_52_960.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_52_960.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_53_027.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_027.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_027.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_53_095.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_095.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_095.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_53_162.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_162.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_162.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_53_230.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_230.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_230.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_26_53_297.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_297.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_297.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_53_364.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_364.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_364.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_26_53_436.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_436.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_436.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_26_53_504.jpg,F:\Car_data\IMG\left_2020_02_10_23_26_53_504.jpg,F:\Car_data\IMG\right_2020_02_10_23_26_53_504.jpg,0,1,0,30.1903
